ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,61853 2 62368 14 62885 18 63402 21 63920 24 64438 25 64957 26 65476 26 65994 28 66513 28 67030 30 67549 31 68068 31 68587 31 69105 32 69624 32 70143 32 70662 32 71181 32 71700 32 72219 32 72738 32 73257 32 73776 32 74296 31 74815 31 75335 30 75854 29 76374 28 76893 27 77413 26 77932 25 78451 25 78970 24 79490 23 80009 21 80530 18 81050 15 81571 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,82 14 600 17 1118 18 1637 18 2156 18 2676 17 3196 15 3717 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80107 9 80623 15 81140 19 81658 21 82177 22 82695 24 83213 26 83731 27 84250 27 84769 28 85288 28 85807 28 86326 28 86844 29 87363 30 87882 30 88399 36 88436 14 88913 58 89427 65 89944 68 90461 71 90978 74 91496 75 91988 9 92014 77 92504 16 92533 78 93022 18 93051 79 93539 22 93570 80 94058 23 94088 44 94134 36 94577 24 94607 42 94655 35 95095 25 95126 42 95175 34 95614 26 95645 41 95694 34 96133 27 96163 41 96213 34 96652 71 96733 34 97170 72 97252 34 97689 72 97771 34 98208 72 98290 34 98727 71 98809 34 99246 71 99329 33 99765 71 99848 33 100284 70 100368 32 100804 69 100888 31 101323 34 101359 32 101408 30 101842 33 101879 30 101927 30 102361 32 102400 27 102447 29 102880 32 102921 24 102966 29 103400 31 103443 19 103486 27 103919 31 103965 14 104006 26 104439 29 104527 23 104959 27 105047 21 105479 26 105568 17 105999 24 106090 12 106520 21 107041 18 107563 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20390 5 20905 14 21423 16 21941 19 22458 23 22960 42 23478 44 23994 47 24512 48 25031 49 25550 49 26068 51 26587 52 27106 53 27625 53 28144 53 28663 53 29182 53 29701 53 30220 53 30739 53 31259 52 31778 52 32297 52 32816 52 33336 51 33856 50 34376 49 34895 48 35414 47 35934 44 36453 43 36973 36 37494 28 38014 24 38534 21 39056 15 39578 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49438 13 49955 17 50471 22 50989 24 51507 25 52026 26 52543 28 53061 29 53580 29 54099 29 54617 30 55136 30 55655 30 56173 31 56691 32 57209 32 57728 32 58247 32 58766 32 59285 31 59804 31 60323 30 60842 29 61361 29 61880 28 62399 28 62918 28 63437 27 63956 27 64475 26 64995 24 65515 22 66035 20 66556 16 67078 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124 31 163 24 641 67 1160 69 1679 69 2198 38 2237 30 2717 37 2757 30 3237 34 3277 29 3756 33 3796 29 4276 32 4316 28 4796 31 4836 27 5316 30 5356 26 5835 29 5875 27 6355 28 6395 26 6875 27 6914 26 7395 25 7433 26 7915 23 7953 25 8436 20 8472 26 8957 16 8992 24 9478 12 9512 23 10002 2 10032 22 10551 21 11071 20 11592 17 12113 14 12636 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,56751 12 57267 17 57784 22 58302 24 58820 26 59338 28 59857 28 60375 29 60894 29 61413 30 61932 31 62451 31 62970 30 63488 31 64007 31 64526 31 65045 30 65565 29 66084 29 66603 28 67122 26 67642 24 68163 20 68685 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28267 11 28785 16 29302 21 29820 23 30339 25 30857 27 31376 28 31895 29 32414 29 32933 30 33452 31 33971 32 34473 9 34490 32 34989 18 35008 34 35507 54 36025 55 36543 56 37061 57 37580 57 38099 57 38617 57 39136 57 39654 58 40172 58 40691 57 41209 31 41244 22 41728 30 41765 19 42247 29 42287 13 42766 29 42810 5 43285 29 43804 28 44323 28 44842 28 45361 27 45880 27 46400 24 46920 22 47440 21 47960 18 48482 12 49003 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62497 9 63013 15 63530 19 64048 21 64567 21 65085 23 65604 24 66123 25 66641 26 67160 27 67679 27 68197 28 68716 28 69235 28 69754 28 70273 28 70792 28 71311 28 71830 28 72349 28 72868 28 73387 28 73906 28 74425 28 74944 28 75463 28 75982 28 76501 28 77020 28 77539 27 78058 27 78577 27 79096 27 79615 26 80134 26 80653 25 81173 24 81693 22 82212 22 82732 21 83252 18 83773 15 84294 11 84818 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,223 33 740 38 1258 40 1777 40 2296 40 2815 40 3334 40 3853 40 4373 39 4893 38 5412 38 5932 37 6452 36 6971 36 7490 36 8010 35 8529 34 9049 33 9568 32 10088 30 10607 30 11127 29 11646 28 12165 28 12684 27 13204 25 13723 24 14244 20 14764 17 15285 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113394 11 113910 15 114427 19 114944 22 115462 24 115980 25 116497 27 117015 29 117534 29 118052 30 118569 32 119088 32 119606 33 120124 34 120642 35 121160 36 121678 38 122197 40 122716 43 123235 46 123754 49 124273 50 124791 53 125310 54 125829 55 126348 55 126867 56 127387 56 127906 56 128425 57 128944 57 129464 56 129984 55 130505 53 131027 47
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83289 10 83805 16 84322 21 84841 23 85359 25 85877 27 86396 28 86914 31 87433 31 87952 32 88471 32 88990 32 89509 32 90028 33 90547 33 91067 32 91586 32 92106 31 92625 31 93145 29 93664 29 94184 27 94704 26 95224 24 95745 21 96266 17 96790 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51651 2 52164 13 52679 21 53196 25 53714 28 54232 30 54749 34 55267 36 55786 37 56305 38 56823 39 57342 40 57861 41 58380 41 58899 41 59418 41 59937 41 60456 42 60975 42 61495 41 62014 40 62533 40 63054 38 63573 38 64093 37 64613 35 65133 32 65654 29 66174 27 66696 21 67218 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23127 13 23643 19 24160 23 24678 25 25195 29 25713 31 26231 32 26749 34 27267 35 27785 36 28303 37 28822 38 29341 38 29860 38 30379 38 30898 38 31417 37 31936 37 32455 37 32974 37 33493 37 34012 36 34531 36 35050 36 35569 35 36089 33 36608 32 37128 31 37648 29 38168 27 38688 25 39209 21 39730 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70402 10 70917 18 71434 22 71952 25 72469 28 72987 30 73505 31 74023 33 74542 33 75060 34 75577 37 76096 37 76614 38 77133 38 77652 38 78170 39 78662 3 78689 39 79176 14 79208 39 79692 19 79726 39 80210 22 80245 39 80729 24 80763 40 81248 25 81282 40 81766 27 81801 39 82286 28 82319 40 82805 30 82837 40 83324 31 83356 39 83843 70 84362 69 84881 68 85400 67 85920 65 86439 63 86958 61 87477 60 87997 33 88033 20 88516 32 88560 5 89036 30 89556 29 90076 27 90596 24 91117 20 91640 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112414 2 112928 13 113444 19 113962 22 114480 25 114998 27 115516 28 116035 29 116553 31 117072 32 117591 33 118110 33 118629 34 119148 34 119667 35 120186 36 120705 36 121224 36 121743 36 122262 36 122782 36 123301 36 123821 35 124341 34 124861 33 125382 30 125903 28 126422 27 126942 26 127460 27 127979 27 128498 27 129017 27 129535 28 130054 28 130573 27 131094 23
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,324 23 840 28 1358 31 1876 33 2394 35 2912 36 3431 36 3950 37 4469 37 4988 37 5507 37 6026 37 6545 37 7064 37 7583 37 8102 36 8622 35 9141 34 9661 31 10181 30 10700 29 11219 29 11737 30 12255 32 12774 33 13293 33 13811 35 14330 36 14849 36 15368 36 15887 36 16406 36 16925 36 17444 36 17963 36 18482 36 19001 36 19520 36 20039 36 20558 36 21078 35 21597 34 22117 33 22637 31 23156 30 23676 29 24195 28 24715 26 25235 24 25756 21 26277 18 26800 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89147 3 89659 14 90177 17 90694 22 91212 24 91730 25 92249 26 92768 28 93287 28 93806 28 94325 29 94844 29 95363 29 95882 29 96401 29 96919 30 97437 31 97952 35 98466 40 98983 42 99500 44 99987 10 100018 44 100503 15 100537 44 101020 20 101056 44 101538 22 101574 44 102057 24 102093 43 102575 25 102611 43 103093 27 103129 43 103611 28 103648 41 104130 28 104167 38 104649 28 104686 33 105168 29 105205 30 105687 29 105723 29 106206 30 106242 28 106725 30 106760 29 107243 33 107279 28 107762 34 107797 28 108281 62 108800 62 109319 61 109838 61 110357 61 110876 61 111395 30 111426 30 111915 29 111946 29 112434 28 112465 28 112953 26 112984 28 113472 25 113504 27 113993 22 114023 25 114514 19 114542 24 115035 15 115062 22 115556 11 115583 19 116104 13 116627 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,39275 2 39786 15 40301 23 40819 25 41336 29 41854 31 42373 32 42891 34 43410 35 43929 36 44448 36 44967 36 45486 36 46004 37 46523 37 47042 37 47561 37 48080 37 48599 36 49118 36 49638 34 50157 33 50677 32 51197 29 51718 25 52239 21 52765 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124404 7 124920 14 125437 18 125955 21 126474 21 126992 22 127511 24 128030 25 128549 25 129067 26 129587 25 130106 24 130625 23 131147 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9206 4 9718 17 10235 20 10753 23 11270 26 11788 27 12306 29 12824 30 13342 31 13861 31 14379 32 14898 32 15416 33 15935 33 16454 33 16972 34 17491 34 18009 35 18528 34 19046 35 19565 34 20084 33 20603 33 21122 33 21641 33 22160 32 22679 32 23199 30 23718 29 24239 26 24759 23 25278 21 25800 15 26324 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,396 28 913 32 1432 33 1950 34 2469 34 2988 34 3507 33 4026 33 4546 32 5065 31 5585 30 6104 29 6624 27 7145 25 7667 21 8188 17 8713 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113555 13 114072 16 114589 19 115106 23 115625 24 116143 25 116662 25 117181 25 117699 26 118217 27 118735 27 119254 27 119773 27 120291 27 120810 27 121329 27 121848 26 122366 27 122885 27 123403 28 123922 27 124440 28 124959 28 125478 28 125996 29 126036 12 126515 28 126553 17 127034 28 127071 21 127553 28 127588 26 128072 29 128105 31 128591 29 128622 34 129110 66 129629 26 129657 38 130148 26 130176 38 130668 23 130696 35 131189 17 131220 25
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46085 7 46598 19 47115 23 47632 27 48150 29 48669 30 49187 32 49704 35 50223 35 50742 36 51261 36 51780 36 52299 36 52818 36 53337 36 53856 36 54375 36 54894 36 55413 36 55933 34 56453 32 56974 29 57495 25 58017 19 58540 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,19106 4 19617 15 20134 20 20651 24 21169 26 21687 27 22205 29 22724 29 23242 31 23761 31 24280 31 24799 31 25318 31 25836 32 26355 32 26873 33 27392 33 27910 34 28429 34 28948 34 29467 33 29985 34 30504 33 31023 33 31542 33 32061 33 32580 32 33099 31 33618 30 34138 29 34657 28 35177 26 35698 22 36218 19 36738 16 37265 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66347 25 66863 31 67381 33 67898 37 68416 39 68935 40 69454 40 69973 40 70492 40 71011 40 71530 40 72049 40 72569 39 73090 37 73610 36 74129 36 74649 34 75171 29 75693 25 76216 17 76740 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,108397 6 108913 15 109429 21 109948 22 110467 23 110985 25 111503 28 112022 29 112541 30 113060 30 113579 31 114099 31 114618 31 115137 32 115656 33 116175 33 116695 32 117214 32 117733 33 118253 31 118772 31 119293 29 119813 28 120332 28 120852 27 121373 25 121893 24 122414 22 122935 19 123456 15 123977 11 124499 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,446 28 963 31 1481 33 2000 33 2519 33 3038 33 3558 31 4077 31 4598 29 5117 29 5637 27 6156 26 6675 25 7195 24 7716 21 8236 19 8757 15 9279 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79875 11 80391 18 80908 21 81427 23 81945 25 82463 27 82982 29 83501 30 84020 31 84539 34 85058 35 85578 36 86097 37 86616 38 87135 39 87655 39 88174 40 88693 41 89212 41 89732 40 90252 40 90772 38 91291 38 91811 37 92330 37 92848 37 93366 37 93883 37 94392 44 94906 47 95424 47 95942 47 96461 47 96980 48 97500 46 98019 46 98539 45 99059 43 99579 42 100099 41 100619 39 101140 36 101660 34 102181 30 102703 24 103229 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24861 14 25376 21 25893 25 26410 29 26928 45 27445 50 27964 51 28482 54 29001 55 29519 57 30038 57 30557 57 31075 58 31594 58 32113 58 32631 59 33150 60 33669 60 34188 60 34707 60 35226 60 35744 61 36263 61 36782 61 37301 61 37820 61 38340 60 38860 58 39379 58 39899 57 40418 56 40938 55 41459 51 41980 48 42504 41 43035 26 43558 19 44081 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50839 2 51354 11 51870 18 52388 21 52907 21 53426 21 53945 21 54464 21 54983 21 55502 21 56021 21 56540 21 57059 21 57578 22 58097 22 58616 22 59135 22 59654 23 60173 23 60692 23 61211 23 61731 23 62250 23 62770 22 63290 20 63809 20 64329 18 64848 17 65368 15 65890 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,499 18 1016 22 1534 23 2053 22 2573 20 3094 17 3616 12 4139 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46704 3 47223 5 47741 7 48260 7 48778 8 49297 8 49816 8 50335 8 50854 8 51373 8 51892 8 52411 7 52931 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1538 3 1568 14 1793 6 1822 17 2049 7 2064 6 2078 18 2305 8 2319 9 2333 20 2561 9 2573 14 2589 21 2817 27 2845 22 3073 51 3329 51 3585 52 3841 52 4097 52 4353 53 4609 53 4865 53 5121 54 5377 54 5633 54 5889 53 6145 53 6401 53 6657 52 6914 51 7170 50 7428 47 7687 42 7944 39 8201 35 8459 30 8717 22 8979 11 8991 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12290 4 12545 6 12801 8 13057 8 13313 10 13569 10 13825 10 14081 11 14337 11 14593 11 14849 12 15105 12 15361 12 15617 12 15873 12 16129 12 16385 12 16641 12 16897 12 17153 12 17409 11 17665 11 17921 10 18177 10 18433 10 18689 10 18945 9 19201 9 19457 8 19713 7 19970 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 4 33793 6 34049 7 34305 7 34561 8 34817 8 35073 8 35329 8 35585 8 35841 9 36097 9 36353 9 36609 9 36865 8 37121 8 37377 8 37633 8 37889 7 38145 7 38402 4 38659 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36391 10 36646 12 36901 14 37157 15 37412 18 37437 10 37667 19 37691 12 37923 20 37945 16 38178 20 38199 18 38421 31 38455 18 38675 33 38711 19 38929 34 38967 19 39185 34 39223 20 39439 36 39479 20 39695 35 39734 21 39951 35 39989 22 40206 35 40245 22 40461 36 40501 22 40717 35 40757 22 40973 34 41012 23 41229 34 41267 24 41484 33 41523 24 41740 32 41778 25 41996 31 42034 25 42253 29 42289 25 42509 29 42546 24 42753 7 42765 28 42802 23 43009 10 43021 28 43059 22 43265 40 43315 21 43521 39 43572 19 43777 39 43829 17 44033 39 44087 12 44289 38 44345 9 44545 37 44603 4 44801 14 44817 20 45057 14 45075 16 45313 13 45331 15 45569 12 45590 11 45826 10 45847 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49665 7 49921 8 50177 8 50433 9 50689 10 50945 11 51201 17 51458 18 51714 19 51971 18 52227 18 52482 19 52737 20 52993 20 53249 20 53505 20 53761 19 54017 19 54273 18 54529 18 54785 18 55041 17 55297 16 55553 10 55809 9 56065 8 56321 8 56577 8 56833 8 57089 7 57345 7 57601 7 57857 6 58113 6 58369 6 58625 7 58881 7 59137 7 59393 8 59649 8 59905 8 60161 8 60417 8 60673 8 60929 8 61185 8 61441 8 61697 8 61953 8 62209 8 62465 8 62721 8 62977 8 63233 8 63489 8 63745 8 64001 8 64257 7 64513 7 64769 6 65025 6 65282 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9253 7 9505 13 9760 16 10015 18 10271 19 10526 21 10782 21 11037 23 11293 24 11548 25 11803 26 12059 26 12314 28 12570 28 12826 28 13081 29 13337 29 13593 29 13848 30 14104 29 14360 29 14616 29 14871 30 15128 29 15384 28 15641 27 15897 26 16155 24 16413 21 16671 18 16927 15 17185 12 17445 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,45876 1 46129 12 46384 13 46638 17 46892 20 47147 21 47402 23 47657 24 47913 24 48169 24 48424 25 48680 25 48936 25 49192 25 49448 25 49704 24 49960 24 50217 23 50473 23 50730 22 50986 22 51232 9 51243 20 51486 33 51740 35 51995 36 52250 20 52271 16 52506 20 52529 13 52762 20 52787 10 53017 21 53045 8 53273 21 53529 22 53785 22 54040 24 54296 25 54551 27 54807 28 55063 30 55319 30 55575 31 55831 32 56087 32 56344 31 56601 30 56857 30 57114 30 57371 29 57629 27 57886 27 58142 27 58399 26 58655 27 58911 28 59167 28 59423 28 59679 28 59935 28 60191 28 60447 28 60703 28 60959 28 61215 28 61471 28 61727 28 61983 27 62239 27 62495 26 62751 26 63007 25 63263 25 63519 25 63774 27 63805 4 64030 41 64286 42 64542 43 64798 43 65055 42 65312 40
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28452 5 28705 10 28960 12 29215 14 29471 14 29727 15 29983 15 30238 17 30495 16 30751 16 31007 16 31263 16 31519 17 31775 17 32031 17 32287 17 32543 16 32800 15 33057 13 33315 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20015 8 20270 10 20525 12 20780 14 21035 15 21291 16 21547 16 21803 16 22059 16 22315 16 22571 16 22827 16 23083 16 23339 15 23596 13 23853 12 24110 10 24368 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25668 6 25922 10 26177 12 26433 13 26689 14 26944 15 27200 16 27456 16 27711 17 27967 17 28223 18 28479 18 28735 18 28991 17 29247 17 29503 16 29760 15 30017 12 30275 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26487 7 26740 16 26994 19 27249 22 27505 22 27760 24 28015 26 28271 26 28527 26 28783 26 29039 26 29295 26 29551 26 29807 25 30063 25 30319 24 30575 24 30832 22 31088 21 31345 19 31602 17 31860 13 32117 11
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4215 6 4469 10 4724 15 4979 17 5235 19 5490 21 5746 21 6001 23 6257 23 6513 23 6769 23 7025 23 7281 23 7537 23 7793 22 8049 22 8305 22 8561 22 8817 22 9074 21 9331 20 9587 20 9844 18 10101 17 10358 15 10616 12
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19593 13 19848 15 20102 18 20357 20 20613 21 20868 23 21123 24 21379 24 21634 26 21890 26 22145 27 22401 27 22657 27 22913 27 23169 27 23425 27 23682 25 23938 25 24195 23 24451 22 24708 20 24965 18 25223 14 25484 6
